date,service_level,total_requested_demand,total_fulfilled_demand,demand_fulfillment_rate,system_service_level,supply_degraded_items,supply_unavailable_items,supply_effective_degraded_items,supply_effective_unavailable_items,total_backlog_demand,total_lost_demand,fused_failed_items,affected_key_items,failed_key_items,disrupted_key_suppliers,policy_cumulative_cost,active_backup_switches,active_substitutions,active_priority_repairs
2025-06-15,0.0,15.61144248047491,0.0,0.0,0.0,2,1,2,3,12.489153984379929,3.1222884960949813,3,2,2,3,13658.1506,0,0,0
2025-06-16,0.0,25.602765667978854,0.0,0.0,0.0,3,1,6,3,20.482212534383084,5.12055313359577,3,2,2,6,20271.6269,0,0,0
2025-06-17,0.0,31.997212507981377,0.0,0.0,0.0,3,1,6,3,25.597770006385105,6.399442501596273,3,2,2,9,24872.7387,0,0,0
2025-06-18,0.0,36.089658485582994,0.0,0.0,0.0,3,1,6,3,28.871726788466397,7.217931697116597,3,2,2,9,24872.7387,0,0,0
2025-06-19,0.0,38.70882391124803,0.0,0.0,0.0,3,1,6,3,30.96705912899843,7.741764782249604,3,2,2,9,24872.7387,0,0,0
2025-06-20,0.5,40.38508978367365,30.288817337755237,0.75,0.5,3,0,7,0,8.07701795673473,2.019254489183682,0,1,0,8,27972.7387,0,0,2
2025-06-21,0.5,22.073056845862695,16.55479263439702,0.75,0.5,3,0,7,0,4.4146113691725395,1.1036528422931342,0,1,0,8,27972.7387,0,0,2
2025-06-22,0.5,19.14313157581294,14.357348681859705,0.75,0.5,3,0,7,0,3.828626315162589,0.9571565787906469,0,1,0,8,28572.7387,1,0,2
2025-06-23,1.0,18.674343532604983,18.674343532604983,1.0,1.0,2,0,2,0,0.0,0.0,0,0,0,8,29772.7387,3,0,2
2025-06-24,1.0,15.61144248047491,15.61144248047491,1.0,1.0,2,0,2,0,0.0,0.0,0,0,0,8,29772.7387,3,0,2
2025-06-25,1.0,15.61144248047491,15.61144248047491,1.0,1.0,2,0,2,0,0.0,0.0,0,0,0,8,32572.7387,3,0,3
2025-06-26,1.0,15.61144248047491,15.61144248047491,1.0,1.0,2,0,2,0,0.0,0.0,0,0,0,8,32572.7387,3,0,3
2025-06-27,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,8,33699.4954,3,0,3
2025-06-28,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,8,34299.4954,4,0,3
2025-06-29,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,8,34299.4954,4,0,3
2025-06-30,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,7,38299.4954,6,0,4
2025-07-01,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,7,38299.4954,6,0,4
2025-07-02,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,7,39835.6582,6,0,5
2025-07-03,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,7,40435.6582,7,0,5
2025-07-04,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,7,41635.6582,9,0,5
2025-07-05,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,6,44360.6582,9,0,6
2025-07-06,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,5,44360.6582,9,0,6
2025-07-07,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,5,44660.6582,9,0,7
2025-07-08,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,5,44660.6582,9,0,7
2025-07-09,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,5,44660.6582,9,0,7
2025-07-10,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,4,47310.6582,9,0,8
2025-07-11,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,47310.6582,9,0,8
2025-07-12,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,47310.6582,9,0,8
2025-07-13,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,47310.6582,9,0,8
2025-07-14,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,47310.6582,9,0,8
2025-07-15,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,49960.6582,9,0,9
2025-07-16,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,49960.6582,9,0,9
2025-07-17,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,49960.6582,9,0,9
2025-07-18,1.0,15.61144248047491,15.61144248047491,1.0,1.0,0,2,0,2,0.0,0.0,2,0,0,3,49960.6582,9,0,9
