date,active_suppliers,disrupted_suppliers,degraded_suppliers,affected_items,failed_items,blocked_assemblies,final_product_id,final_product_status,service_level,active_backup_switches,active_substitutions,affected_key_items,failed_key_items,disrupted_key_suppliers,degraded_key_suppliers,affected_non_key_items,failed_non_key_items,disrupted_non_key_suppliers,degraded_non_key_suppliers,supply_available_items,supply_degraded_items,supply_unavailable_items,supply_effective_available_items,supply_effective_degraded_items,supply_effective_unavailable_items,supply_effective_affected_items,supply_blocked_assemblies,supply_affected_products,supply_failed_products,total_requested_demand,total_fulfilled_demand,total_backlog_demand,total_lost_demand,demand_fulfillment_rate,demand_backlog_items,demand_lost_items,demand_backlog_products,demand_lost_products,fused_active_items,fused_affected_items,fused_failed_items,fused_active_products,fused_affected_products,fused_failed_products,system_service_level,system_root_cause,root_cause_supply_constraint_items,root_cause_demand_items,root_cause_mixed_items,root_cause_supply_constraint_products,root_cause_demand_products,root_cause_mixed_products,policy_daily_cost,policy_cumulative_cost,policy_event_count,pending_backup_switches,pending_substitutions,pending_priority_repairs,active_priority_repairs,backup_supplier_switch_daily_cost,backup_supplier_switch_cumulative_cost,equivalent_material_substitution_daily_cost,equivalent_material_substitution_cumulative_cost,priority_repair_daily_cost,priority_repair_cumulative_cost
2025-06-15,15,6,0,7,0,0,MID0006,affected,0.5,0,0,1,0,5,0,6,0,1,0,22,3,0,18,7,0,7,0,1,0,15.61144248047491,11.708581860356183,3.1222884960949813,0.7805721240237453,0.75,23,0,1,0,0,25,0,0,1,0,0.5,mixed_pressure,2,22,1,0,0,1,15847.3499,15847.3499,9,8,0,1,0,13347.3499,13347.3499,0.0,0.0,2500.0,2500.0
2025-06-16,9,12,0,7,0,0,MID0006,affected,0.5,0,0,1,0,9,0,6,0,3,0,22,3,0,18,7,0,7,0,1,0,18.109273277350894,13.58195495801317,3.621854655470179,0.9054636638675446,0.75,23,0,1,0,0,25,0,0,1,0,0.5,mixed_pressure,2,22,1,0,0,1,7903.0681,23750.418,14,13,0,1,0,7903.0681,21250.418,0.0,0.0,0.0,2500.0
2025-06-17,9,12,0,7,0,0,MID0006,affected,0.5,0,0,1,0,9,0,6,0,3,0,22,3,0,18,7,0,7,0,1,0,18.508926204851054,13.881694653638291,3.70178524097021,0.9254463102425525,0.75,23,0,1,0,0,25,0,0,1,0,0.5,mixed_pressure,2,22,1,0,0,1,0.0,23750.418,14,13,0,1,0,0.0,21250.418,0.0,0.0,0.0,2500.0
2025-06-18,9,12,0,7,0,0,MID0006,affected,0.5,0,0,1,0,9,0,6,0,3,0,22,3,0,18,7,0,7,0,1,0,18.572870673251078,13.92965300493831,3.7145741346502152,0.9286435336625534,0.75,23,0,1,0,0,25,0,0,1,0,0.5,mixed_pressure,2,22,1,0,0,1,0.0,23750.418,14,13,0,1,0,0.0,21250.418,0.0,0.0,0.0,2500.0
2025-06-19,9,12,0,7,0,0,MID0006,affected,0.5,0,0,1,0,9,0,6,0,3,0,22,3,0,18,7,0,7,0,1,0,18.583101788195084,13.937326341146314,3.716620357639016,0.929155089409754,0.75,23,0,1,0,0,25,0,0,1,0,0.5,mixed_pressure,2,22,1,0,0,1,0.0,23750.418,14,13,0,1,0,0.0,21250.418,0.0,0.0,0.0,2500.0
2025-06-20,10,11,0,7,0,0,MID0006,affected,0.5,0,0,1,0,8,0,6,0,3,0,22,3,0,18,7,0,7,0,1,0,18.584738766586124,13.938554074939592,3.7169477533172257,0.9292369383293062,0.75,23,0,1,0,0,25,0,0,1,0,0.5,mixed_pressure,2,22,1,0,0,1,2800.0,26550.418,16,10,0,1,1,0.0,21250.418,0.0,0.0,2800.0,5300.0
2025-06-21,10,11,0,7,0,0,MID0006,affected,0.5,0,0,1,0,8,0,6,0,3,0,22,3,0,18,7,0,7,0,1,0,18.58500068312869,13.938750512346518,3.7170001366257384,0.9292500341564343,0.75,23,0,1,0,0,25,0,0,1,0,0.5,mixed_pressure,2,22,1,0,0,1,0.0,26550.418,16,10,0,1,1,0.0,21250.418,0.0,0.0,0.0,5300.0
2025-06-22,10,11,0,2,0,0,MID0006,active,1.0,2,0,0,0,8,0,2,0,3,0,23,2,0,23,2,0,2,0,0,0,18.5850425897755,18.5850425897755,0.0,0.0,1.0,0,0,0,0,23,2,0,1,0,0,1.0,stable,2,0,0,0,0,0,1200.0,27750.418,18,8,0,1,1,1200.0,22450.418,0.0,0.0,0.0,5300.0
2025-06-23,10,11,0,2,0,0,MID0006,active,1.0,3,0,0,0,8,0,2,0,3,0,23,2,0,23,2,0,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,2,0,1,0,0,1.0,stable,2,0,0,0,0,0,600.0,28350.418,19,7,0,1,1,600.0,23050.418,0.0,0.0,0.0,5300.0
2025-06-24,10,11,0,2,0,0,MID0006,active,1.0,3,0,0,0,8,0,2,0,3,0,23,2,0,23,2,0,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,2,0,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,28350.418,19,7,0,1,1,0.0,23050.418,0.0,0.0,0.0,5300.0
2025-06-25,11,10,0,2,0,0,MID0006,active,1.0,3,0,0,0,8,0,2,0,2,0,23,2,0,23,2,0,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,2,0,1,0,0,1.0,stable,2,0,0,0,0,0,2800.0,31150.418,21,7,0,1,2,0.0,23050.418,0.0,0.0,2800.0,8100.0
2025-06-26,11,10,0,2,0,0,MID0006,active,1.0,3,0,0,0,8,0,2,0,2,0,23,2,0,23,2,0,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,2,0,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,31150.418,21,7,0,1,2,0.0,23050.418,0.0,0.0,0.0,8100.0
2025-06-27,11,10,0,2,2,0,MID0006,active,1.0,3,0,0,0,8,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,1126.7567,32277.1747,22,7,0,2,2,0.0,23050.418,0.0,0.0,1126.7567,9226.7567
2025-06-28,11,10,0,2,2,0,MID0006,active,1.0,4,0,0,0,8,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,600.0,32877.1747,23,6,0,2,2,600.0,23650.418,0.0,0.0,0.0,9226.7567
2025-06-29,11,10,0,2,2,0,MID0006,active,1.0,6,0,0,0,8,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,1200.0,34077.1747,25,4,0,2,2,1200.0,24850.418,0.0,0.0,0.0,9226.7567
2025-06-30,12,9,0,2,2,0,MID0006,active,1.0,6,0,0,0,7,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,2800.0,36877.1747,27,3,0,2,3,0.0,24850.418,0.0,0.0,2800.0,12026.7567
2025-07-01,12,9,0,2,2,0,MID0006,active,1.0,6,0,0,0,7,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,0.0,36877.1747,27,3,0,2,3,0.0,24850.418,0.0,0.0,0.0,12026.7567
2025-07-02,12,9,0,2,2,0,MID0006,active,1.0,6,0,0,0,7,0,2,2,2,0,23,0,2,23,0,2,2,0,0,0,15.61144248047491,15.61144248047491,0.0,0.0,1.0,0,0,0,0,23,0,2,1,0,0,1.0,stable,2,0,0,0,0,0,1536.1628,38413.3375,29,3,0,2,4,0.0,24850.418,0.0,0.0,1536.1628,13562.9195
