scenario_id,policy_profile,policy_label,date,day_offset,service_level,system_service_level,demand_fulfillment_rate,active_backup_switches,active_substitutions,active_priority_repairs,policy_cumulative_cost,supplier_disrupted_nodes,material_blocked_nodes,assembly_blocked_nodes,product_blocked_nodes,downstream_interrupted_nodes,total_interrupted_nodes
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-15,0,0.5,0.5,0.75,0,0,0,27973.279,14,0,0,0,0,14
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-16,1,0.5,0.5,0.75,0,0,0,27973.279,15,0,0,0,0,15
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-17,2,0.5,0.5,0.75,0,0,0,27973.279,15,0,0,0,0,15
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-18,3,0.5,0.5,0.75,0,0,0,27973.279,15,0,0,0,0,15
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-19,4,0.5,0.5,0.75,0,0,0,27973.279,15,0,0,0,0,15
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-20,5,0.5,0.5,0.75,0,0,1,30773.279,14,0,0,0,0,14
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-21,6,0.5,0.5,0.75,0,0,1,30773.279,12,0,0,0,0,12
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-22,7,1.0,1.0,1.0,3,0,1,32573.279,12,0,0,0,0,12
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-23,8,1.0,1.0,1.0,3,0,1,32573.279,12,0,0,0,0,12
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-24,9,1.0,1.0,1.0,3,0,1,32573.279,12,0,0,0,0,12
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-25,10,1.0,1.0,1.0,3,0,2,35373.279,11,0,0,0,0,11
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-26,11,1.0,1.0,1.0,3,0,2,35373.279,11,0,0,0,0,11
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-27,12,1.0,1.0,1.0,3,0,2,36609.4418,11,0,0,0,0,11
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-28,13,1.0,1.0,1.0,6,0,2,38409.4418,11,0,0,0,0,11
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-29,14,1.0,1.0,1.0,6,0,2,38409.4418,11,0,0,0,0,11
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-06-30,15,1.0,1.0,1.0,6,0,3,41209.4418,10,0,0,0,0,10
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-07-01,16,1.0,1.0,1.0,6,0,3,41209.4418,10,0,0,0,0,10
interactive_keynode_2nodes_sid0010,time_priority_interrupt,当前恢复策略,2025-07-02,17,1.0,1.0,1.0,6,0,4,42636.1985,10,0,0,0,0,10
