scenario_id,policy_profile,policy_label,date,day_offset,service_level,system_service_level,demand_fulfillment_rate,active_backup_switches,active_substitutions,active_priority_repairs,policy_cumulative_cost,supplier_disrupted_nodes,material_blocked_nodes,assembly_blocked_nodes,product_blocked_nodes,downstream_interrupted_nodes,total_interrupted_nodes
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-15,0,0.0,0.0,0.0,0,0,0,2158.4098,0,1,5,1,7,7
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-16,1,0.0,0.0,0.0,0,0,0,2158.4098,0,1,5,1,7,7
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-17,2,0.0,0.0,0.0,0,0,0,2158.4098,0,1,5,1,7,7
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-18,3,0.0,0.0,0.0,0,0,0,2158.4098,0,1,5,1,7,7
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-19,4,0.0,0.0,0.0,0,0,0,2158.4098,0,1,5,1,7,7
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-20,5,1.0,1.0,1.0,0,0,1,2458.4098,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-21,6,1.0,1.0,1.0,0,0,1,2458.4098,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-22,7,1.0,1.0,1.0,0,0,1,2458.4098,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-23,8,1.0,1.0,1.0,0,0,1,2458.4098,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-24,9,1.0,1.0,1.0,0,0,1,2458.4098,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-25,10,1.0,1.0,1.0,0,0,1,2458.4098,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-26,11,1.0,1.0,1.0,0,0,1,2458.4098,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-27,12,1.0,1.0,1.0,0,0,1,3694.5726,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-28,13,1.0,1.0,1.0,0,0,1,3694.5726,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-29,14,1.0,1.0,1.0,0,0,1,3694.5726,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-06-30,15,1.0,1.0,1.0,0,0,1,3694.5726,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-01,16,1.0,1.0,1.0,0,0,1,3694.5726,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-02,17,1.0,1.0,1.0,0,0,2,5121.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-03,18,1.0,1.0,1.0,0,0,2,5121.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-04,19,1.0,1.0,1.0,0,0,2,5121.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-05,20,1.0,1.0,1.0,0,0,2,5121.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-06,21,1.0,1.0,1.0,0,0,2,5121.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-07,22,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-08,23,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-09,24,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-10,25,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-11,26,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-12,27,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-13,28,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-14,29,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-15,30,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-16,31,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
interactive_random_1nodes_mid0001,time_priority_interrupt,当前恢复策略,2025-07-17,32,1.0,1.0,1.0,0,0,3,5421.3293,0,0,0,0,0,0
